Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment 2025,Carbon Performance Alignment 2027,Carbon Performance Alignment 2035,Carbon Performance Alignment 2050,Benchmark ID,Years with targets,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Neste,Finland,FIN,Oil & Gas,No,large,FI0009013296,B06YV46,01/10/2020,12/08/2020,,,,Not Aligned,Oil & Gas_01/10/2020,,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,69.1,69.99,70.62,68.95,69.67,68.07,67.79,67.51,67.22,66.94,66.65,66.37,66.08,65.8,65.51,65.23,64.95,64.66,64.38,64.09,63.81,63.52,,,,,,,,,,,,,,,
Neste,Finland,FIN,Oil & Gas,No,large,FI0009013296,B06YV46,01/09/2019,02/08/2019,,,,Not Aligned,Oil & Gas_01/09/2019,,2018,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,68.395,67.024,68.229,66.364,67.385,66.954,66.524,66.487,66.45,66.413,66.376,66.339,66.302,66.265,66.228,66.191,66.155,,,,,,,,,,,,,,,,,,,,
Nestle,Switzerland,CHE,Food Producers,Yes,large,CH0038863350,7123870,01/01/2024,17/07/2023,Below 2 Degrees,,1.5 Degrees,1.5 Degrees,Food Producers_01/01/2024,2025;2030;2050,2018,Carbon intensity (tCO2e/tonnes agricultural input),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s agricultural inputs used grow year according to the global agricultural input production forecasts from several Integrated Assessment Models under a Business-as-Usual scenario. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,3.147430209,3.014708098,2.881985986,2.749263874,2.616541763,2.483819651,2.351097539,2.218375428,2.033348769,1.84832211,1.663295451,1.478268792,1.293242133,1.228580026,1.16391792,1.099255813,1.034593706,0.9699316,0.905269493,0.840607386,0.77594528,0.711283173,0.646621067,0.58195896,0.517296853,0.452634747,0.38797264,0.323310533,0.258648427,0.19398632,0.129324213,0.064662107,0.0
Newmont Corporation,United States of America,USA,Diversified Mining,No,large,US6516391066,2636607,01/05/2024,23/05/2024,,1.5 Degrees,1.5 Degrees,1.5 Degrees,Diversified Mining_01/06/2022,,2022,Carbon intensity (tonne CO2e / tonne copper equivalent),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate the company's targeted emissions intensity, TPI has assumed that its externally sold products grow in line with the growth of the copper equivalent denominator in the National Pledges benchmark. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,8.081492509,6.546730591,6.505192701,8.830850212,11.22648896,11.76324026,11.32345501,10.67222182,10.02098862,9.369755426,8.718522231,8.067289036,7.416055841,6.764822646,6.113589451,5.807909979,5.502230506,5.196551034,4.890871561,4.585192089,4.279512616,3.973833143,3.668153671,3.362474198,3.056794726,2.751115253,2.445435781,2.139756308,1.834076835,1.528397363,1.22271789,0.917038418,0.611358945,0.305679473,0.0
Newmont Corporation,United States of America,USA,Diversified Mining,No,large,US6516391066,2636607,01/11/2023,26/04/2023,1.5 Degrees,,1.5 Degrees,1.5 Degrees,Diversified Mining_01/06/2022,2030;2050,2021,Carbon intensity (tonne CO2e / tonne copper equivalent),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate the company's targeted emissions intensity, TPI has assumed that its externally sold products grow in line with the growth of the copper equivalent denominator in the National Pledges benchmark. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,8.081492509,6.546730591,6.505192701,8.827994162,11.22082329,11.75428211,11.11694017,10.47959824,9.842256302,9.204914365,8.567572428,7.930230492,7.292888555,6.655546619,6.018204682,5.717294448,5.416384214,5.11547398,4.814563746,4.513653512,4.212743278,3.911833043,3.610922809,3.310012575,3.009102341,2.708192107,2.407281873,2.106371639,1.805461405,1.504551171,1.203640936,0.902730702,0.601820468,0.300910234,0.0
NextEra Energy,United States of America,USA,Electricity Utilities,No,large,US65339F1012,2328915,01/11/2023,04/07/2023,1.5 Degrees,,1.5 Degrees,Below 2 Degrees,Electricity Utilities_01/11/2021,2025;2030;2035;2040;2045,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.254558912,0.241765021,0.248568914,0.216363818,0.206384774,0.197766509,0.218631782,0.198673694,0.191416208,0.177912156,0.164408104,0.150904052,0.1374,0.126408,0.115416,0.104424,0.093432,0.08244,0.07786,0.07328,0.0687,0.06412,0.05954,0.053128,0.046716,0.040304,0.033892,0.02748,0.021984,0.016488,0.010992,0.005496,0.0,,,,,
NextEra Energy,United States of America,USA,Electricity Utilities,No,large,US65339F1012,2328915,01/09/2022,22/07/2022,1.5 Degrees,,National Pledges,National Pledges,Electricity Utilities_01/11/2021,2025,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.24,0.25,0.22,0.21,0.2,0.22,0.2,0.19,0.18,0.17,0.16,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
NextEra Energy,United States of America,USA,Electricity Utilities,No,large,US65339F1012,2328915,01/11/2021,05/08/2021,1.5 Degrees,,National Pledges,National Pledges,Electricity Utilities_01/11/2021,2025,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.254558912,0.241765021,0.248568914,0.216363818,0.206384774,0.197766509,0.218631782,0.198673694,0.189433057,0.18019242,0.170951783,0.161711147,0.15247051,,,,,,,,,,,,,,,,,,,,,,,,,
NextEra Energy,United States of America,USA,Electricity Utilities,No,large,US65339F1012,2328915,01/10/2020,12/08/2020,,,,Paris Pledges,Electricity Utilities_01/10/2020,,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.255,0.242,0.249,0.216,0.206,0.198,0.192,0.185,0.179,0.166,0.153,0.139,0.126,,,,,,,,,,,,,,,,,,,,,,,,,
NextEra Energy,United States of America,USA,Electricity Utilities,No,large,US65339F1012,2328915,01/09/2019,12/07/2019,,,,Below 2 Degrees,Electricity Utilities_01/09/2019,,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.255,0.242,0.249,0.216,0.206,0.198,0.191,0.185,0.179,0.165,0.152,0.139,0.126,,,,,,,,,,,,,,,,,,,,,,,,,
NextEra Energy,United States of America,USA,Electricity Utilities,No,large,US65339F1012,2328915,01/07/2018,02/07/2018,,,,Below 2 Degrees,Electricity Utilities_01/07/2018,,2016,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),NextEra Energy has not disclosed a quantitative target to reduce its emissions which TPI can use to estimate future carbon performance.,0.255,0.242,0.249,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NextEra Energy,United States of America,USA,Electricity Utilities,No,large,US65339F1012,2328915,01/06/2017,05/05/2017,,,,2 Degrees,Electricity Utilities_01/07/2017,,2015,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,0.255,0.254,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiSource,United States of America,USA,Electricity Utilities,No,medium,US65473P1057,2645409,01/11/2023,04/07/2023,Not Aligned,,Below 2 Degrees,1.5 Degrees,Electricity Utilities_01/11/2021,2025;2030;2040,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensities, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,0.796696205,0.741570943,0.755477333,0.755477333,0.755477333,0.755477333,0.755477333,0.641816393,0.528155453,0.414494512,0.300833572,0.187172632,0.168455369,0.149738106,0.131020843,0.112303579,0.093586316,0.074869053,0.05615179,0.037434526,0.018717263,0.0,,,,,,,,,,
NiSource,United States of America,USA,Electricity Utilities,No,medium,US65473P1057,2645409,01/09/2022,22/07/2022,Not Aligned,,Below 2 Degrees,National Pledges,Electricity Utilities_01/11/2021,2025;2030,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company's targeted emissions intensities, TPI assumes that the company's electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA's 2020 World Energy Outlook's Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,0.96,0.89,0.83,0.79,0.74,0.7,0.66,0.62,0.52,0.42,0.32,0.22,0.12,,,,,,,,,,,,,,,,,,,,
NiSource,United States of America,USA,Electricity Utilities,No,medium,US65473P1057,2645409,01/11/2021,05/08/2021,Not Aligned,,Below 2 Degrees,National Pledges,Electricity Utilities_01/11/2021,2025;2030,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensities, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",,,,,,0.960256189,0.890856474,0.827353467,0.785400007,0.743446546,0.701493086,0.659539626,0.617586165,0.518362574,0.419138982,0.31991539,0.220691798,0.121468207,,,,,,,,,,,,,,,,,,,,
Nine Dragons Paper Industries,China,CHN,Paper,No,large,BMG653181005,B0WC2B8,01/10/2023,23/05/2023,Not Aligned,,Not Aligned,Not Aligned,Paper_01/02/2021,,2021,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has not disclosed any forward-looking targets in its most updated disclosures that allow TPI to interpolate its future emissions intensity. The company has not disclosed sufficient data to allow TPI to verify the carbon intensities. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,0.9722,0.9339,0.933,0.9305,0.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nine Dragons Paper Industries,China,CHN,Paper,No,large,BMG653181005,B0WC2B8,01/04/2022,01/04/2022,Not Aligned,,Not Aligned,Not Aligned,Paper_01/02/2021,2025,2020,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","TPI has not made any further assumptions in order to project this company’s Carbon Performance. The company has not disclosed sufficient data to allow TPI to verify the carbon intensities. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,0.972,0.934,0.933,0.931,0.921,0.912,0.902,0.893,0.883,,,,,,,,,,,,,,,,,,,,,,,,,
Nine Dragons Paper Industries,China,CHN,Paper,No,large,BMG653181005,B0WC2B8,01/02/2021,23/12/2020,Not Aligned,,Not Aligned,Not Aligned,Paper_01/02/2021,,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company’s disclosure was not clear about whether the emissions figures used for this assessment include Scope 2 emissions. Based on further research, TPI concluded that Scope 2 emissions are likely included in the company’s reported emissions figures.",,,,,0.972,0.934,0.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nine Dragons Paper Industries,China,CHN,Paper,No,large,BMG653181005,B0WC2B8,01/02/2020,20/12/2019,,,,Not Aligned,Paper_01/02/2020,,2018,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","Nine Dragons Paper Industries has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,0.9722,0.9339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nine Dragons Paper Industries,China,CHN,Paper,No,large,BMG653181005,B0WC2B8,01/11/2018,09/10/2018,,,,No or unsuitable disclosure,Paper_01/11/2018,,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","Nine Dragons Paper Industries has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nine Dragons Paper Industries,China,CHN,Paper,No,large,BMG653181005,B0WC2B8,01/02/2018,14/02/2018,,,,No or unsuitable disclosure,Paper_01/02/2018,,,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Light Metal,Japan,JPN,Aluminium,No,small,JP3700200003,B51WP26,01/05/2024,06/05/2024,,No or unsuitable disclosure,No or unsuitable disclosure,No or unsuitable disclosure,Aluminium_01/07/2023,,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Light Metal,Japan,JPN,Aluminium,No,small,JP3700200003,B51WP26,01/07/2023,04/05/2023,No or unsuitable disclosure,,No or unsuitable disclosure,No or unsuitable disclosure,Aluminium_01/07/2023,,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Light Metal,Japan,JPN,Aluminium,No,small,JP3700200003,B51WP26,01/04/2022,01/04/2022,No or unsuitable disclosure,,No or unsuitable disclosure,No or unsuitable disclosure,Aluminium_01/02/2021,,,Carbon intensity (tCO2e / t aluminium),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Light Metal,Japan,JPN,Aluminium,No,small,JP3700200003,B51WP26,01/02/2021,23/12/2020,Not Assessed,,Not Assessed,Not Assessed,Aluminium_01/02/2021,,,Carbon intensity (tCO2e / t aluminium),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Light Metal,Japan,JPN,Aluminium,No,small,JP3700200003,B51WP26,01/02/2020,20/12/2019,,,,Not Assessed,Aluminium_01/02/2020,,,Carbon intensity (tCO2e / t aluminium),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Paper Industries,Japan,JPN,Paper,No,medium,JP3721600009,B8B8PJ2,01/10/2023,23/05/2023,Not Aligned,,Paris Pledges,Below 2 Degrees,Paper_01/02/2021,2030;2050,2021,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’ s pulp, paper and paperboard production grows according to the global growth rate projected in the IEA’ s Energy Technology Perspectives model ‘Reference Technology’ scenario. TPI also assumes that the emissions intensity of the pulp and paper business in Japan is representative of the company’s carbon performance, since Japanese production accounts for over 82% of the company’s global paper production. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,1.191135734,1.110721179,1.18,1.16,1.24,1.15,1.09134477,1.03268954,0.974034309,0.915379079,0.856723849,0.798068619,0.739413388,0.680758158,0.622102928,0.590997781,0.559892635,0.528787489,0.497682342,0.466577196,0.435472049,0.404366903,0.373261757,0.34215661,0.311051464,0.279946318,0.248841171,0.217736025,0.186630878,0.155525732,0.124420586,0.093315439,0.062210293,0.031105146,0.0
Nippon Paper Industries,Japan,JPN,Paper,No,medium,JP3721600009,B8B8PJ2,01/04/2022,01/04/2022,Not Aligned,,Paris Pledges,Below 2 Degrees,Paper_01/02/2021,2030;2050,2020,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has set targets to reduce its absolute emissions. To calculate this company’ s targeted emissions intensity, TPI has assumed that the company’ s pulp, paper and paperboard production grows according to the global growth rate projected in the IEA’ s Energy Technology Perspectives model ‘Reference Technology’ scenario. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,1.191,1.111,1.18,1.16,1.24,1.194,1.149,1.103,1.058,1.012,0.967,0.921,0.876,0.83,0.785,0.746,0.706,0.667,0.628,0.589,0.549,0.51,0.471,0.432,0.392,0.353,0.314,0.275,0.235,0.196,0.157,0.118,0.078,0.039,0.0
Nippon Paper Industries,Japan,JPN,Paper,No,medium,JP3721600009,B8B8PJ2,01/02/2021,23/12/2020,Not Aligned,,Not Aligned,Not Aligned,Paper_01/02/2021,,2019,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,1.191,1.111,1.177,1.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Paper Industries,Japan,JPN,Paper,No,medium,JP3721600009,B8B8PJ2,01/02/2020,20/12/2019,,,,Not Aligned,Paper_01/02/2020,,2018,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","The company has set targets to reduce its absolute emissions. To calculate this companyís targeted emissions intensity, TPI has assumed that: The companyís pulp, paper and paperboard production grows according to the global growth rate projected in the IEAís Energy Technology Perspectives model ëReference Technologyí scenario.",,,,1.191135734,1.110721179,1.177103894,1.142872654,1.108641415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Paper Industries,Japan,JPN,Paper,No,medium,JP3721600009,B8B8PJ2,01/11/2018,09/10/2018,,,,Not Aligned,Paper_01/11/2018,,2017,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)","Nippon Paper Industries has emissions reduction targets expressed in total emissions. To calculate an emissions intensity, TPI has assumed that:
- The company’s emissions reduction target applies in equal proportion to its emissions from pulp, paper and paperboard production as to emissions from other parts of the business.
- The company’s future pulp, paper and paperboard production grows at the same rate as IEA projections.",1.23,1.21,1.21,1.19,1.11,1.1,1.1,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Paper Industries,Japan,JPN,Paper,No,medium,JP3721600009,B8B8PJ2,01/02/2018,14/02/2018,,,,Not Aligned,Paper_01/02/2018,,2016,"Carbon intensity (tonnes of CO2 per tonne of pulp, paper and paperboard)",,1.211,1.19,1.191,1.189,1.169,1.148,1.127,1.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Steel,Japan,JPN,Steel,Yes,large,JP3381000003,6642569,01/10/2023,12/06/2023,Not Aligned,,Below 2 Degrees,1.5 Degrees,Steel_01/04/2022,2030;2050,2021,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s steel production grows according to the global growth rate projected in the IEA’s 2020 Energy Technology Perspectives report’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",1.89,1.98,2.0,1.98,1.89,1.89,1.93,1.97,1.88,1.826606713,1.773213426,1.719820139,1.666426852,1.613033565,1.559640278,1.506246991,1.452853704,1.399460417,1.329487396,1.259514375,1.189541355,1.119568334,1.049595313,0.979622292,0.909649271,0.83967625,0.769703229,0.699730209,0.629757188,0.559784167,0.489811146,0.419838125,0.349865104,0.279892083,0.209919063,0.139946042,0.069973021,0.0
Nippon Steel,Japan,JPN,Steel,Yes,large,JP3381000003,6642569,01/04/2022,01/04/2022,Not Aligned,,National Pledges,1.5 Degrees,Steel_01/04/2022,2030;2050,2020,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s steel production grows according to the global growth rate projected in the IEA’s 2020 Energy Technology Perspectives report’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,1.98,2.0,1.98,1.99,2.0,2.04,2.09,2.048,2.006,1.964,1.923,1.881,1.839,1.797,1.755,1.713,1.671,1.588,1.504,1.421,1.337,1.254,1.17,1.086,1.003,0.919,0.836,0.752,0.669,0.585,0.501,0.418,0.334,0.251,0.167,0.084,0.0
Nippon Steel,Japan,JPN,Steel,Yes,large,JP3381000003,6642569,01/02/2021,23/12/2020,Not Aligned,,Not Aligned,Not Aligned,Steel_01/02/2021,,2019,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",1.99,2.0,2.02,1.99,2.01,2.02,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Steel,Japan,JPN,Steel,Yes,large,JP3381000003,6642569,01/02/2020,20/12/2019,,,,Not Aligned,Steel_01/02/2020,,2018,Carbon intensity (tonnes of CO2 per tonne of steel),"Nippon Steel & Sumitomo Metal has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",2.24,2.0,2.02,1.99,2.01,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Steel,Japan,JPN,Steel,Yes,large,JP3381000003,6642569,01/09/2018,18/09/2018,,,,No or unsuitable disclosure,Steel_01/09/2018,,,Carbon intensity (tonnes of CO2 per tonne of steel),"Nippon Steel & Sumitomo Metal has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon Steel,Japan,JPN,Steel,Yes,large,JP3381000003,6642569,01/09/2017,14/09/2017,,,,Not Aligned,Steel_01/11/2017,,2015,Carbon intensity (tonnes of CO2 per tonne of steel),,1.97,1.99,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nissan,Japan,JPN,Autos,Yes,large,JP3672400003,6642860,01/03/2023,09/02/2023,Not Aligned,,National Pledges,1.5 Degrees,Autos_01/02/2023,2030;2050,2021,Average new vehicle emissions (grams of CO2 per kilometre [WLTP]),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. TPI’s benchmarks harmonise emissions under the EU’s Worldwide Harmonized Light Vehicles Test Procedure (WLTP). While formally adopted in September 2017, manufacturers systematically began reporting emission performance in WLTP in the reporting year 2020. We rely on conversion factors published by the ICCT to translate companies’ historical intensities from NEDC to WLTP, but previous assessments using NEDC are still accessible on our tool. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,158.8,157.75,158.28,158.88,156.44,149.97,146.08,140.61,136.72,132.83,128.94,125.05,121.16,117.27,113.38,109.49,105.6,100.32,95.04,89.76,84.48,79.2,73.92,68.64,63.36,58.08,52.8,47.52,42.24,36.96,31.68,26.4,21.12,15.84,10.56,5.28,0.0
Nissan,Japan,JPN,Autos,Yes,large,JP3672400003,6642860,01/02/2022,13/01/2022,Not Aligned,,Paris Pledges,2 Degrees (High Efficiency),Autos_01/12/2020,2030;2050,2019,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"TPI has not made any further assumptions in order to project this company’s carbon performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,141.0,140.0,141.0,140.0,139.0,131.0,128.0,124.0,121.0,118.0,114.0,111.0,107.0,104.0,101.0,97.0,94.0,89.0,84.0,80.0,75.0,70.0,66.0,61.0,56.0,52.0,47.0,42.0,37.0,33.0,28.0,23.0,19.0,14.0,9.0,5.0,0.0
Nissan,Japan,JPN,Autos,Yes,large,JP3672400003,6642860,01/12/2020,23/10/2020,,,,2 Degrees (Shift-Improve),Autos_01/12/2020,,2018,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,144.0,141.0,140.0,141.0,140.0,139.0,135.0,132.0,129.0,125.0,122.0,118.0,114.0,110.0,107.0,103.0,99.0,96.0,92.0,88.0,84.0,81.0,77.0,73.0,69.0,66.0,62.0,58.0,54.0,51.0,47.0,43.0,40.0,36.0,32.0,28.0,25.0,21.0
Nissan,Japan,JPN,Autos,Yes,large,JP3672400003,6642860,01/12/2019,07/11/2019,,,,Paris Pledges,Autos_01/12/2019,,2017,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),Nissan has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.,143.950158269321,141.446361529729,140.274440331992,141.049858964351,139.98121946895,136.562883905404,133.144548341858,129.726212778313,126.307877214767,125.4,121.981664436454,118.563328872909,115.144993309363,111.726657745818,108.308322182272,104.889986618727,101.471651055181,95.5428571428572,,,,,,,,,,,,,,,,,,,,
Nissan,Japan,JPN,Autos,Yes,large,JP3672400003,6642860,01/11/2018,12/10/2018,,,,2 Degrees (Shift-Improve),Autos_01/11/2018,,2017,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"Nissan has set targets to reduce its emissions intensity. For this company, TPI has assumed that:
- Both tank-to-wheel and well-to-tank emissions fall by equal proportions in meeting the company’s well-to-wheel target.",144.0,141.0,140.0,141.0,142.0,132.0,122.0,112.0,107.0,102.0,98.0,93.0,89.0,85.0,82.0,78.0,75.0,71.0,,,,,,,,,,,,,,,,,,,,
