Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Region,Carbon Performance Regional Alignment 2025,Carbon Performance Regional Alignment 2027,Carbon Performance Regional Alignment 2035,Carbon Performance Regional Alignment 2050,Regional Benchmark ID,Years with targets,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Kyushu Elec Power,Japan,JPN,Electricity Utilities,No,medium,JP3246400000,6499806,01/11/2023,04/07/2023,OECD,National Pledges,,National Pledges,National Pledges,OECD_Electricity Utilities_01/04/2022,2031;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses a target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,0.40060698,0.264457831,0.301265823,0.358331702,0.267431193,0.254861927,0.242292661,0.229723394,0.217154128,0.204584862,0.192015596,0.17944633,0.166877064,0.154307798,0.141738532,0.134023142,0.126307752,0.118592362,0.110876972,0.103161583,0.095446193,0.087730803,0.080015413,0.072300023,0.064584633,0.056869243,0.049153853,0.041438463,0.033723073,0.026007683,0.018292294,0.010576904,0.002861514,0.0
Kyushu Elec Power,Japan,JPN,Electricity Utilities,No,medium,JP3246400000,6499806,01/09/2022,22/07/2022,OECD,Not Aligned,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set a target to reduce its absolute emissions. To calculate this company's targeted emissions intensity, TPI assumes that the company's electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA's 2020 World Energy Outlook's Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,0.4,0.26,0.3,0.36,0.36,0.36,0.36,0.36,0.36,0.37,0.37,0.37,0.37,0.37,0.35,0.33,0.31,0.3,0.28,0.26,0.24,0.22,0.2,0.19,0.17,0.15,0.13,0.11,0.09,0.07,0.06,0.04,0.02,0.0
Kyushu Elec Power,Japan,JPN,Electricity Utilities,No,medium,JP3246400000,6499806,01/11/2021,05/08/2021,OECD,Not Aligned,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has not disclosed any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,0.40060698,0.264457831,0.301265823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meridian Energy,New Zealand,NZL,Electricity Utilities,No,large,NZMELE0002S7,BWFD052,01/11/2023,04/07/2023,OECD,1.5 Degrees,,1.5 Degrees,1.5 Degrees,OECD_Electricity Utilities_01/04/2022,,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,1.26563e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meridian Energy,New Zealand,NZL,Electricity Utilities,No,large,NZMELE0002S7,BWFD052,01/09/2022,22/07/2022,OECD,1.5 Degrees,,1.5 Degrees,1.5 Degrees,OECD_Electricity Utilities_01/04/2022,,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meridian Energy,New Zealand,NZL,Electricity Utilities,No,large,NZMELE0002S7,BWFD052,01/11/2021,05/08/2021,OECD,1.5 Degrees,,1.5 Degrees,1.5 Degrees,OECD_Electricity Utilities_01/04/2022,,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,1.27e-06,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRG Energy,United States of America,USA,Electricity Utilities,Yes,medium,US6293775085,2212922,01/11/2021,05/08/2021,North-America,Not Aligned,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/04/2022,2025;2050,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.754923912,0.80497648,0.71071227,0.626982019,0.605181546,0.743358875,0.621285536,0.605733518,0.590181499,0.57462948,0.559077462,0.543525443,0.527973424,0.506854487,0.48573555,0.464616613,0.443497676,0.422378739,0.401259802,0.380140865,0.359021928,0.337902991,0.316784054,0.295665117,0.274546181,0.253427244,0.232308307,0.21118937,0.190070433,0.168951496,0.147832559,0.126713622,0.105594685,0.084475748,0.063356811,0.042237874,0.021118937,0.0
NTPC,India,IND,Electricity Utilities,Yes,large,INE733E01010,B037HF1,01/11/2023,04/07/2023,non-OECD,Not Aligned,,Not Aligned,Not Aligned,non-OECD_Electricity Utilities_01/04/2022,2032;2070,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.861822591,0.883519302,0.957399311,0.88379,0.87279,0.87581,0.87,0.84026,0.84364,0.831832415,0.82002483,0.808217245,0.79640966,0.784602075,0.77279449,0.760986905,0.74917932,0.737371735,0.72556415,0.713756565,0.694973498,0.67619043,0.657407363,0.638624295,0.619841228,0.60105816,0.582275093,0.563492025,0.544708958,0.52592589,0.507142823,0.488359755,0.469576688,0.45079362,0.432010553,0.413227485,0.394444418,0.37566135
NTPC,India,IND,Electricity Utilities,Yes,large,INE733E01010,B037HF1,01/09/2022,22/07/2022,non-OECD,Not Aligned,,Not Aligned,Not Aligned,non-OECD_Electricity Utilities_01/04/2022,2022;2032,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.88,0.96,0.88,0.87,0.88,0.87,0.84,0.84,0.84,0.82,0.81,0.8,0.79,0.77,0.76,0.75,0.74,0.73,0.71,,,,,,,,,,,,,,,,,,
NTPC,India,IND,Electricity Utilities,Yes,large,INE733E01010,B037HF1,01/11/2021,05/08/2021,non-OECD,Not Aligned,,Not Aligned,Not Aligned,non-OECD_Electricity Utilities_01/04/2022,2022;2032,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.861822591,0.883519302,0.957399311,0.88379,0.87279,0.87581,0.87102,0.859047367,0.847074733,0.8351021,0.822962987,0.810823874,0.798684761,0.786545648,0.774406535,0.762267422,0.750128309,0.737989196,0.725850083,0.71371097,,,,,,,,,,,,,,,,,,
National Grid,United Kingdom,GBR,Electricity Utilities,Yes,large,GB00BDR05C01,BDR05C0,01/11/2023,04/07/2023,OECD,Not Aligned,,National Pledges,National Pledges,OECD_Electricity Utilities_01/04/2022,2030;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.581765117,0.596447523,0.595818696,0.59203965,0.58098843,0.585823849,0.581150623,0.435596062,0.485498914,0.442332368,0.399165822,0.355999276,0.31283273,0.269666184,0.226499638,0.183333092,0.140166546,0.097,0.09215,0.0873,0.08245,0.0776,0.07275,0.0679,0.06305,0.0582,0.05335,0.0485,0.04365,0.0388,0.03395,0.0291,0.02425,0.0194,0.01455,0.0097,0.00485,0.0
National Grid,United Kingdom,GBR,Electricity Utilities,Yes,large,GB00BDR05C01,BDR05C0,01/09/2022,22/07/2022,OECD,Not Aligned,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.6,0.6,0.59,0.58,0.59,0.58,0.44,0.42,0.41,0.39,0.38,0.36,0.35,0.33,0.32,0.3,0.29,0.28,0.26,0.25,0.23,0.22,0.2,0.19,0.17,0.16,0.15,0.13,0.12,0.1,0.09,0.07,0.06,0.04,0.03,0.01,0.0
National Grid,United Kingdom,GBR,Electricity Utilities,Yes,large,GB00BDR05C01,BDR05C0,01/11/2021,05/08/2021,OECD,Not Aligned,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2050,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,0.581765117,0.596447523,0.595818696,0.59203965,0.58098843,0.585823849,0.581150623,0.562403829,0.543657035,0.52491024,0.506163446,0.487416652,0.468669857,0.449923063,0.431176269,0.412429475,0.39368268,0.374935886,0.356189092,0.337442297,0.318695503,0.299948709,0.281201914,0.26245512,0.243708326,0.224961532,0.206214737,0.187467943,0.168721149,0.149974354,0.13122756,0.112480766,0.093733971,0.074987177,0.056240383,0.037493589,0.018746794,0.0
NextEra Energy,United States of America,USA,Electricity Utilities,No,large,US65339F1012,2328915,01/11/2021,05/08/2021,North-America,1.5 Degrees,,National Pledges,Not Aligned,North-America_Electricity Utilities_01/04/2022,2025,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.254558912,0.241765021,0.248568914,0.216363818,0.206384774,0.197766509,0.218631782,0.198673694,0.189433057,0.18019242,0.170951783,0.161711147,0.15247051,,,,,,,,,,,,,,,,,,,,,,,,,
NiSource,United States of America,USA,Electricity Utilities,No,medium,US65473P1057,2645409,01/11/2021,05/08/2021,North-America,Not Aligned,,National Pledges,Not Aligned,North-America_Electricity Utilities_01/04/2022,2025;2030,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensities, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",,,,,,0.960256189,0.890856474,0.827353467,0.785400007,0.743446546,0.701493086,0.659539626,0.617586165,0.518362574,0.419138982,0.31991539,0.220691798,0.121468207,,,,,,,,,,,,,,,,,,,,
OGE Energy,United States of America,USA,Electricity Utilities,No,small,US6708371033,2657802,01/11/2021,05/08/2021,North-America,Not Aligned,,Not Aligned,Not Aligned,North-America_Electricity Utilities_01/04/2022,2030,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",,0.71,0.63,0.65,0.662,0.626,0.552,0.54483864,0.537677279,0.530515919,0.523354558,0.516193198,0.509031837,0.501870477,0.494709116,0.487547756,0.480386396,0.473225035,,,,,,,,,,,,,,,,,,,,
Origin Energy (Electricity Utility),Australia,AUS,Electricity Utilities,Yes,large,AU000000ORG5,6214861,01/11/2023,04/07/2023,OECD,Not Aligned,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2023;2032;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensities, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.775341669,0.767776552,0.773830286,0.771766445,0.793846439,0.838568118,0.831664752,0.858343484,0.82930834,0.893207463,0.957106587,0.906685999,0.856265411,0.805844823,0.755424235,0.705003647,0.654583059,0.604162471,0.553741883,0.503321295,0.475359,0.447396706,0.419434412,0.391472118,0.363509824,0.33554753,0.307585236,0.279622941,0.251660647,0.223698353,0.195736059,0.167773765,0.139811471,0.111849177,0.083886882,0.055924588,0.027962294,0.0
Origin Energy (Electricity Utility),Australia,AUS,Electricity Utilities,Yes,large,AU000000ORG5,6214861,01/09/2022,22/07/2022,OECD,Not Aligned,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2023;2032;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company's targeted emissions intensities, TPI assumes that the company's electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA's 2020 World Energy Outlook's Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.77,0.77,0.77,0.79,0.84,0.83,0.85,0.85,0.85,0.85,0.8,0.76,0.71,0.67,0.63,0.58,0.54,0.49,0.45,0.42,0.4,0.37,0.35,0.32,0.3,0.27,0.25,0.22,0.2,0.17,0.15,0.12,0.1,0.07,0.05,0.02,0.0
Origin Energy (Electricity Utility),Australia,AUS,Electricity Utilities,Yes,large,AU000000ORG5,6214861,01/11/2021,05/08/2021,OECD,Not Aligned,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,2023;2032,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensities, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS). Please note that this company operates in more than one sector assessed by TPI: we conduct a sector-specific assessment for each of the sectors in which a company operates. In this assessment, we evaluate only the emissions and production data from electricity generation and compare the company's electricity-specific pathway to TPI's electricity-specific benchmarks. Other activities undertaken by this company are assessed separately, considering only the emissions and production data from those separate activities. Targets adopted by the company that are specific to a particular activity are incorporated into TPI's appropriate sector-specific assessment. We take a case-by-case approach to the interpretation of company-wide targets to evaluate whether targets can reasonably be assumed to apply in proportion to the emissions of the activity under consideration. Investors may want to consider all sector-specific assessments of a given company to understand its overall Carbon Performance. Note that TPI does not necessarily assess every business segment of a given company.",0.778540273,0.771036004,0.776969455,0.774427199,0.796487651,0.841526552,0.838174955,0.819167055,0.800159156,0.781151256,0.762143357,0.721993475,0.681843593,0.641693712,0.60154383,0.561393948,0.521244067,0.481094185,0.440944303,0.400794422,,,,,,,,,,,,,,,,,,
Orsted,Denmark,DNK,Electricity Utilities,No,large,DK0060094928,BYT16L4,01/11/2021,05/08/2021,Europe,1.5 Degrees,,1.5 Degrees,1.5 Degrees,Europe_Electricity Utilities_01/04/2022,2025,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,0.379844961,0.368055556,0.236467066,0.2025,0.091758624,0.072805223,0.058244179,0.043683134,0.029122089,0.014561045,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
PG&E,United States of America,USA,Electricity Utilities,No,medium,US69331C1080,2689560,01/11/2021,05/08/2021,North-America,1.5 Degrees,,National Pledges,National Pledges,North-America_Electricity Utilities_01/04/2022,,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has disclosed a 2022 emissions target, but it includes significant activities other than electricity generation and therefore cannot be included in TPI's assessment.",0.078,0.083,0.093,0.067,0.066,0.077,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGE,Poland,POL,Electricity Utilities,Yes,medium,PLPGER000010,B544PW9,01/11/2021,05/08/2021,Europe,Not Aligned,,Not Aligned,National Pledges,Europe_Electricity Utilities_01/04/2022,2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,,,,,0.991121378,0.958370439,0.941445364,0.910063852,0.87868234,0.847300827,0.815919315,0.784537803,0.753156291,0.721774779,0.690393267,0.659011755,0.627630243,0.59624873,0.564867218,0.533485706,0.502104194,0.470722682,0.43934117,0.407959658,0.376578146,0.345196633,0.313815121,0.282433609,0.251052097,0.219670585,0.188289073,0.156907561,0.125526049,0.094144536,0.062763024,0.031381512,0.0
PPL,United States of America,USA,Electricity Utilities,Yes,large,US69351T1060,2680905,01/11/2023,04/07/2023,OECD,Not Aligned,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2035;2040;2050,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.868618258,0.817593936,0.779685386,0.794401503,0.803653549,0.764037435,0.774130519,0.778986736,0.781,0.759923077,0.738846154,0.717769231,0.696692308,0.675615385,0.654538462,0.633461538,0.612384615,0.591307692,0.570230769,0.549153846,0.528076923,0.507,0.4716,0.4362,0.4008,0.3654,0.33,0.297,0.264,0.231,0.198,0.165,0.132,0.099,0.066,0.033,0.0
PPL,United States of America,USA,Electricity Utilities,Yes,large,US69351T1060,2680905,01/09/2022,22/07/2022,OECD,Not Aligned,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2035;2040;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set a target to reduce its absolute emissions. To calculate this company's targeted emissions intensity, TPI assumes that the company's electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA's 2020 World Energy Outlook's Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.87,0.82,0.78,0.79,0.8,0.76,0.77,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.65,0.63,0.61,0.59,0.57,0.55,0.53,0.51,0.48,0.44,0.4,0.37,0.33,0.3,0.27,0.23,0.2,0.17,0.13,0.1,0.07,0.03,0.0
PPL,United States of America,USA,Electricity Utilities,Yes,large,US69351T1060,2680905,01/11/2021,05/08/2021,OECD,Not Aligned,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,2040;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",,0.868618258,0.817593936,0.779685386,0.794401503,0.803653549,0.764037435,0.774130519,0.761509127,0.748887735,0.736266344,0.723644952,0.71102356,0.698402168,0.685780776,0.673159385,0.660537993,0.647916601,0.635295209,0.622673818,0.610052426,0.597431034,0.584809642,0.572188251,0.559566859,0.546945467,0.534324075,0.521702683,0.495771234,0.469839784,0.443908334,0.417976884,0.392045434,0.366113984,0.340182534,0.314251084,0.288319634,0.262388184
Pinnacle West Capital,United States of America,USA,Electricity Utilities,No,medium,US7234841010,2048804,01/11/2021,05/08/2021,North-America,Not Aligned,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/04/2022,,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.543794245,0.553051612,0.539107737,0.405057427,0.431516677,0.473,0.458,0.417758232,0.408828749,0.399899266,0.390969783,0.382040301,0.373110818,0.364181335,0.355251852,0.346322369,0.337392886,0.328463403,0.319533921,0.310604438,0.293348636,0.276092833,0.258837031,0.241581229,0.224325427,0.207069625,0.189813823,0.172558021,0.155302219,0.138046417,0.120790615,0.103534813,0.08627901,0.069023208,0.051767406,0.034511604,0.017255802,0.0
Portland General Electric,United States of America,USA,Electricity Utilities,No,small,US7365088472,B125XQ6,01/11/2021,05/08/2021,North-America,Not Aligned,,Not Aligned,Not Aligned,North-America_Electricity Utilities_01/04/2022,,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions target that is inconsistent with TPI’s methodology for this sector.,,,,,0.44,0.44,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/11/2023,04/07/2023,OECD,Not Aligned,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,2035,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate the company’s targeted absolute emissions reduction on an intensity basis, TPI assumes that the company’s electricity generation grows according to the regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS). TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,0.737870098,0.712241375,0.72,0.686466667,0.652933333,0.6194,0.585866667,0.552333333,0.5188,0.485266667,0.451733333,0.4182,0.384666667,0.351133333,0.3176,0.284066667,0.250533333,0.217,,,,,,,,,,,,,,,
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/09/2022,22/07/2022,OECD,Not Aligned,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,0.74,0.71,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Assets,Hong Kong,HKG,Electricity Utilities,Yes,large,HK0006000050,6435327,01/11/2021,05/08/2021,OECD,No or unsuitable disclosure,,No or unsuitable disclosure,No or unsuitable disclosure,OECD_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Grid Corp of India,India,IND,Electricity Utilities,No,large,INE752E01010,B233HS6,01/11/2023,04/07/2023,non-OECD,Not Assessed,,Not Assessed,Not Assessed,non-OECD_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Grid Corp of India,India,IND,Electricity Utilities,No,large,INE752E01010,B233HS6,01/09/2022,22/07/2022,non-OECD,Not Assessed,,Not Assessed,Not Assessed,non-OECD_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company's activities lie outside the scope of TPI's Carbon Performance assessment of this sector, hence the company is not assessed. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Grid Corp of India,India,IND,Electricity Utilities,No,large,INE752E01010,B233HS6,01/11/2021,05/08/2021,non-OECD,Not Assessed,,Not Assessed,Not Assessed,non-OECD_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Service Enterprise Group,United States of America,USA,Electricity Utilities,No,large,US7445731067,2707677,01/11/2021,05/08/2021,North-America,1.5 Degrees,,1.5 Degrees,1.5 Degrees,North-America_Electricity Utilities_01/04/2022,2030,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,0.230425198,0.212735075,0.224074897,0.217271004,0.197519094,0.177767185,0.158015275,0.138263366,0.118511457,0.098759547,0.079007638,0.059255728,0.039503819,0.019751909,0.0,,,,,,,,,,,,,,,,,,,,
RWE,Germany,DEU,Electricity Utilities,Yes,large,DE0007037129;DE0007037145,4768962;4769147,01/11/2021,05/08/2021,Europe,Not Aligned,,Not Aligned,Below 2 Degrees,Europe_Electricity Utilities_01/04/2022,2030;2040,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in calculate this company’s Carbon Performance.,0.751,0.745,0.715,0.713,0.677,0.684,0.599,0.47,0.452320854,0.434641709,0.416962563,0.399283418,0.381604272,0.363925127,0.346245981,0.328566836,0.31088769,0.293208544,0.26388769,0.234566836,0.205245981,0.175925127,0.146604272,0.117283418,0.087962563,0.058641709,0.029320854,0.0,,,,,,,,,,
